cluster_id,count,top_sw_l1,top_sw_l1_pct,sw_l1_entropy,top_industry,top_industry_pct,avg_pct_chg,std_pct_chg,avg_roe,std_roe,avg_pe_ttm,std_pe_ttm,avg_pb,std_pb,avg_total_mv,std_total_mv,avg_turnover_rate,std_turnover_rate,avg_Size,avg_Size_sw_neutral,avg_LogSize_sw_neutral,avg_NonlinearSize,avg_NonlinearSize_sw_neutral,avg_Value,avg_Value_sw_neutral,avg_Momentum,avg_Momentum_sw_neutral,avg_ShortReversal,avg_ShortReversal_sw_neutral,avg_Volatility,avg_Volatility_sw_neutral,avg_Liquidity,avg_Liquidity_sw_neutral,avg_Profitability,avg_Profitability_sw_neutral,avg_Growth,avg_Growth_sw_neutral,avg_Leverage,avg_Leverage_sw_neutral,avg_EarningsQuality,avg_EarningsQuality_sw_neutral,prototype_stocks
31,1,机械设备,1.0,-1.000000082690371e-10,电器仪表,1.0,-7.106599807739258,,0.5918999910354614,,36.63349914550781,,2.810699939727783,,674597.6875,,9.48289966583252,,-0.325946569442749,-0.20553000271320343,-0.22017277777194977,-0.325946569442749,-0.20553000271320343,-0.3267171382904053,-0.3873558044433594,,,,,,,1.1684999465942383,1.3247398138046265,0.7744224071502686,0.787684440612793,-0.012033036909997463,-0.045070625841617584,-1.4813520908355713,-1.536933183670044,,,300099.SZ
32,38,交通运输,0.10526315789473684,2.9760927740966023,专用机械,0.07894736842105263,-0.5654710531234741,2.4270436763763428,3.9253997802734375,7.231759548187256,135.6450653076172,305.9046325683594,3.912893533706665,3.4344887733459473,2247400.366019735,4479812.87447286,3.6470823043584826,3.883310091846709,0.09391453862190247,-0.012406383641064167,0.03361349180340767,0.09391453862190247,-0.012406383641064167,0.22242209315299988,0.2541976571083069,,,,,,,-0.06651586294174194,0.0679682120680809,-0.029868368059396744,-0.058067597448825836,-0.2102096527814865,-0.15459203720092773,0.004981592297554016,-0.034694604575634,,,"002738.SZ,300342.SZ,000628.SZ"
33,251,机械设备,0.11952191235059761,3.0055467649925687,电气设备,0.08366533864541832,-1.2750574350357056,3.112258195877075,2.9102120399475098,10.630094528198242,93.9395980834961,174.29615783691406,4.643122673034668,5.216360092163086,1714052.221805278,3803482.485160989,4.092355633000453,3.9570920611115596,-0.048463236540555954,-0.07696826756000519,-0.05473095923662186,-0.048463236540555954,-0.07696826756000519,-0.01127069815993309,-0.01329397689551115,,,,,,,0.07308566570281982,0.06174121052026749,0.006727488245815039,0.004815979395061731,-0.03494350612163544,-0.051859814673662186,-0.015472068451344967,-0.0018485115142539144,,,"300308.SZ,301489.SZ,002850.SZ"
34,43,机械设备,0.18604651162790697,2.7437339537471237,汽车配件,0.11627906976744186,-1.0744140148162842,2.217844247817993,3.1758759021759033,12.286018371582031,108.15483093261719,214.49473571777344,5.702398300170898,7.908697128295898,1304226.628633721,1332213.714966553,4.152956958621047,5.627819513193711,-0.15786653757095337,-0.05274707078933716,-0.047876570373773575,-0.15786653757095337,-0.05274707078933716,0.07077055424451828,0.08018190413713455,,,,,,,0.05193382129073143,0.08331923931837082,0.09336809813976288,0.12241897732019424,0.23358391225337982,0.24032989144325256,0.09705618768930435,0.10751038044691086,,,"301396.SZ,301338.SZ,301525.SZ"
35,1,交通运输,1.0,-1.000000082690371e-10,仓储物流,1.0,-1.9230999946594238,,0.5468000173568726,,19.70009994506836,,3.102299928665161,,286626.25,,2.8721001148223877,,-0.42951589822769165,-0.5738109946250916,-0.5678282380104065,-0.42951589822769165,-0.5738109946250916,-0.45140597224235535,-0.20731689035892487,,,,,,,-0.4131987690925598,0.5140200853347778,-0.7659634351730347,-0.9962074756622314,-0.2909151613712311,-0.29291531443595886,-0.44330069422721863,-0.5854994654655457,,,300350.SZ
36,1,电力设备,1.0,-1.000000082690371e-10,电气设备,1.0,-3.1809000968933105,,-0.16820000112056732,,59.195098876953125,,2.595400094985962,,611930.875,,10.041600227355957,,-0.3426755368709564,-0.43476250767707825,-0.4046279489994049,-0.3426755368709564,-0.43476250767707825,-0.2415841519832611,-0.26172688603401184,,,,,,,1.8420569896697998,1.325815200805664,-1.0182161331176758,-0.7672494053840637,0.5017531514167786,0.44128936529159546,0.48861634731292725,0.1981555074453354,,,000720.SZ
37,1,建筑装饰,1.0,-1.000000082690371e-10,环境保护,1.0,-2.432800054550171,,-0.9469000101089478,,40.544700622558594,,3.157900094985962,,309513.1875,,2.1103999614715576,,-0.4234062135219574,-0.38378235697746277,-0.37503746151924133,-0.4234062135219574,-0.38378235697746277,-0.20667050778865814,-0.11236201971769333,,,,,,,-0.4754347503185272,-0.41621190309524536,0.001602739910595119,0.5023974180221558,-0.07204965502023697,0.06790704280138016,0.33900925517082214,-0.38122105598449707,,,300948.SZ
38,1,电子,1.0,-1.000000082690371e-10,元器件,1.0,-2.43149995803833,,10.068400382995605,,81.9928970336914,,8.425399780273438,,1066080.75,,9.854599952697754,,-0.22143980860710144,-0.38895511627197266,-0.5338512659072876,-0.22143980860710144,-0.38895511627197266,-0.08337865024805069,-0.3238527774810791,,,,,,,1.043213963508606,0.5575947761535645,0.22218072414398193,0.27081602811813354,0.11094992607831955,-0.009271254763007164,-0.5505377054214478,-0.3491935431957245,,,301563.SZ
39,1,电子,1.0,-1.000000082690371e-10,半导体,1.0,-1.885699987411499,,0.5551999807357788,,266.810791015625,,2.881500005722046,,497558.84375,,1.4311000108718872,,-0.3732072412967682,-0.5061113238334656,-0.4675282835960388,-0.3732072412967682,-0.5061113238334656,0.9797294735908508,0.615710973739624,,,,,,,-0.6414607763290405,-0.9608938694000244,-0.2740004062652588,-0.24033258855342865,0.6161160469055176,0.5252994894981384,-1.1482151746749878,-1.0063470602035522,,,603068.SH
40,114,机械设备,0.13157894736842105,2.8906327422277265,专用机械,0.08771929824561403,-1.215855360031128,3.633937120437622,2.92128849029541,9.284441947937012,117.1317367553711,206.95245361328125,5.285916328430176,5.785951614379883,1766863.7079495615,2777076.2568188803,4.742591869841542,4.814694262810476,-0.034365151077508926,-0.05708622559905052,-0.03692808002233505,-0.034365151077508926,-0.05708622559905052,0.13119351863861084,0.18860991299152374,,,,,,,0.3237117826938629,0.2733561396598816,-0.10315772891044617,-0.11682230979204178,-0.031947072595357895,-0.038087788969278336,0.049544837325811386,0.03474549576640129,,,"688195.SH,301369.SZ,603083.SH"
41,2,商贸零售,0.5,0.6931471803599453,互联网,0.5,-1.6103999614715576,0.5891613364219666,15.318000793457031,10.081645011901855,40.350250244140625,3.3125832080841064,6.079599857330322,3.9846878051757812,1938169.03125,1513105.2299549847,1.9733999371528625,0.21156630563777223,0.011364951729774475,-0.05278874933719635,-0.3164582848548889,0.011364951729774475,-0.05278874933719635,-0.34536343812942505,-0.4291519820690155,,,,,,,-0.4761907458305359,-0.5563787221908569,1.4107673168182373,1.461341142654419,0.228233203291893,0.28236329555511475,-0.19167537987232208,-0.26425203680992126,,,"301606.SZ,301381.SZ"
