record_id,stock_code,stock_name,asof_date,degree,weighted_degree,component_id,component_size,pagerank
f28b37e410e91cba67ee44b2,000001.SZ,平安银行,2024-06-30,9,1.216042160987854,0,20,0.05008525
2dea52419497494e3eef3e55,000002.SZ,万科Ａ,2024-06-30,9,0.8913113474845886,0,20,0.03856035
af5793e2de7f474fa97a1423,000004.SZ,*ST国华,2024-06-30,11,1.1628400087356567,0,20,0.048046675
8014f5f3c51ecc864f8fc328,000006.SZ,深振业Ａ,2024-06-30,12,1.574367642402649,0,20,0.062491763
9099af5cfd533c6f9f238f86,000007.SZ,全新好,2024-06-30,10,0.8373988270759583,0,20,0.03668736
f03aa6d63a6fc2477cbd9a34,000008.SZ,神州高铁,2024-06-30,8,0.984484076499939,0,20,0.04179138
1c905394b642b4e24793dbd8,000009.SZ,中国宝安,2024-06-30,9,1.065104603767395,0,20,0.045130588
8951c0aca9ea44f6e3e115d3,000010.SZ,美丽生态,2024-06-30,11,1.5060036182403564,0,20,0.06060218
73448fc77cdaef5b4bd5edea,000011.SZ,深物业A,2024-06-30,9,1.2142943143844604,0,20,0.049928512
7fff06a537b980155f908aee,000012.SZ,南玻Ａ,2024-06-15,11,1.4525725841522217,0,20,0.05885042
c4000ab4c04b96032aae4c38,000014.SZ,沙河股份,2024-06-30,12,1.6999117136001587,0,20,0.06669654
cee56bdafbd718ee6c9d66ef,000016.SZ,深康佳Ａ,2024-06-30,10,1.0045347213745117,0,20,0.04248037
01d4957b819702b93ff9fc8f,000017.SZ,深中华A,2024-06-30,13,1.5131851434707642,0,20,0.060774714
0425a3501cc2040d1d44f3ee,000019.SZ,深粮控股,2024-06-30,10,1.1043987274169922,0,20,0.046505574
d816eeb452973f29dbef96b8,000020.SZ,深华发Ａ,2024-06-30,13,1.2250535488128662,0,20,0.051097915
4ed57bef3ad34c62da495c38,000021.SZ,深科技,2024-06-30,11,1.3607550859451294,0,20,0.055484902
2dabeea54e4560da2868e7d6,000025.SZ,特力Ａ,2024-06-15,12,1.2292139530181885,0,20,0.050653696
b10893ad8eccee6d9dc0e1d7,000026.SZ,飞亚达,2024-06-30,9,1.001596450805664,0,20,0.042567484
4b435def86626774d67aa49b,000027.SZ,深圳能源,2024-06-15,13,1.0049961805343628,0,20,0.04235515
a8d7456c4394390460df0144,000028.SZ,国药一致,2024-06-30,12,1.1895222663879395,0,20,0.049209204
