record_id,stock_code,stock_name,asof_date,cluster_id,cluster_distance
ceef8a32e1bb95ea958f0704,000060.SZ,中金岭南,2024-06-15,2,0.9996981024742126
d6283e40ce5d08573dc073e0,000061.SZ,农产品,2024-06-30,1,0.9662899374961853
c5f4e50e4ff2e7036ef19b28,000062.SZ,深圳华强,2024-06-30,1,1.008344054222107
6d9a52dbe4b3afffdaa1a176,000063.SZ,中兴通讯,2024-04-05,1,0.9680569767951965
23af6a34cad27f544219f298,000065.SZ,北方国际,2024-06-15,1,0.906862735748291
ceb3cc7134dbee14f085beb6,000066.SZ,中国长城,2024-06-30,1,0.9637764096260071
e20819b23a20b4acbeb9eea9,000068.SZ,华控赛格,2024-06-30,1,0.9269723892211914
0bf2f6a43fbbcd9bd7ab2d12,000069.SZ,华侨城Ａ,2024-06-30,1,0.9555637240409851
8eb63219293d38cd99dba969,000070.SZ,特发信息,2024-06-30,1,0.9828463792800903
978ab717b8258090134d5ac2,000078.SZ,海王生物,2024-06-15,1,0.9600087404251099
0036b02d8d18b6b4d2280de6,000088.SZ,盐田港,2024-06-15,1,0.9794774651527405
53ffed6e67665a80434a1d5b,000089.SZ,深圳机场,2024-06-15,1,0.9960333108901978
d4ad04c471d8e0d6b0fcb1d3,000090.SZ,天健集团,2024-06-30,1,0.9166299104690552
260203de93d7ec8ce6f89cb7,000096.SZ,广聚能源,2024-06-30,1,1.0019184350967407
e6c94ebdb4566358f0f51594,000099.SZ,中信海直,2024-06-30,1,0.9937475323677063
4920e247e3238dd106967156,000100.SZ,TCL科技,2024-06-30,4,0.8428021669387817
d5c7ece49ad804e56d17b052,000151.SZ,中成股份,2024-06-30,1,0.9700433015823364
564e71c8de1d1f55505d9cde,000153.SZ,丰原药业,2024-06-15,3,0.816891074180603
d78627f4eb38a525ef00c901,000155.SZ,川能动力,2024-06-30,2,1.0171382427215576
caef968484f110dc359f61ed,000156.SZ,华数传媒,2024-06-30,1,0.9332199692726135
c88a67b0c0735df4e553106b,000157.SZ,中联重科,2024-06-30,2,1.0347989797592163
10731562c0eaa2580a76dc71,000158.SZ,常山北明,2024-06-30,1,0.8954676389694214
395b84a26be44b1160c3afd7,000159.SZ,国际实业,2024-06-30,1,1.0135496854782104
f87e43b2acf5e5f8ca2d6af0,000301.SZ,东方盛虹,2024-06-30,2,0.9446675777435303
45cde3ec731017cff899260b,000400.SZ,许继电气,2024-06-30,0,0.8807802796363831
eb2e10165bc1d6c5ddd6eda8,000401.SZ,金隅冀东,2024-06-30,2,0.9978285431861877
0ae155369be722bfa117a4d6,000402.SZ,金融街,2024-06-15,1,0.9506859183311462
7313949c2452b9c195d2c218,000403.SZ,派林生物,2024-06-15,3,0.8948239684104919
53627ea319ad92f9bbe6eb84,000404.SZ,长虹华意,2024-06-15,2,0.9839586019515991
07b34dcfa6b8257c575ee8c7,000407.SZ,胜利股份,2024-06-30,1,0.9561756253242493
9af557ec417a7935c16f50e4,000408.SZ,藏格矿业,2024-06-30,2,1.009466528892517
9647578f27e7cc251add7017,000409.SZ,云鼎科技,2024-06-30,1,0.9534833431243896
d39434a849383c2b2c12dd00,000410.SZ,沈阳机床,2024-06-15,4,0.9890902638435364
ae6bff60caa558329bcaa389,000411.SZ,英特集团,2024-06-30,1,0.944552481174469
389832e9603f5ef9eb9d1a2f,000415.SZ,渤海租赁,2024-06-30,1,0.9749928712844849
c0c79068f2ccee237255fa77,000417.SZ,合肥百货,2024-06-15,1,1.0104541778564453
850d2616c80b0f6b977a9153,000419.SZ,通程控股,2024-06-30,1,0.9402350783348083
f278b3b9c59d24ce1a93e3e2,000420.SZ,吉林化纤,2024-06-30,2,0.9614315629005432
63b6eb5bea9052903bb6c85b,000421.SZ,南京公用,2024-06-30,1,0.9227354526519775
18fe5cc0f9a443d70defaf46,000422.SZ,湖北宜化,2024-06-15,2,0.9727304577827454
fc8c5e76454091b4b0c33802,000423.SZ,东阿阿胶,2024-06-15,3,0.8650600910186768
570ca44ed89f28164e947b23,000425.SZ,徐工机械,2024-06-15,2,1.014278531074524
3a6697ee5ca0e3cc22170b91,000426.SZ,兴业银锡,2024-06-15,2,1.0080056190490723
73a061105cdbbfc0c826bc28,000428.SZ,华天酒店,2024-06-30,1,0.9829841256141663
